고장발생일,건물명,주소,승강기고유번호
2020-07-23,다산 리더스스퀘어,경기도 남양주시 다산중앙로123번길 22-8 (다산동),2233054
2020-07-22,미사강변도시17단지,경기도 하남시 미사강변서로 167 ,2162518
2020-07-20,(유)송강이엔티,울산광역시 울주군 언양읍 동문길 58 ,8008313
2020-07-20,노란빌딩,인천광역시 서구 서달로149번길 12-11 (석남동),2062191
2020-07-19,여삼빌딩,서울특별시 강남구 테헤란로 123 (역삼동),0010824
2020-07-17,소망빌,충청남도 서산시 동헌로 37 (석남동),5075058
2020-07-15,경창빌딩,경상남도 거제시 아주1로 68 (아주동),8090499
2020-07-15,정림동삼정하이츠,대전광역시 서구 정림서로 114  (정림동),5031990
2020-07-15,중화고등학교,서울특별시 중랑구 봉화산로27길 62 (중화동),0106868
2020-07-13,선비마을5단지아파트,대전광역시 대덕구 계족산로 136 (송촌동),5004769
2020-07-12,둔산J빌딩,대전광역시 서구 월평북로 79 (월평동),5030325
2020-07-11,LGU+독산사옥,서울특별시 금천구 시흥대로 479 (독산동),0026596
2020-07-10,M-서청주파크자이,충청북도 청주시 흥덕구 2순환로 1106 (비하동),5079368
2020-07-10,가수원계룡맨션아파트,대전광역시 서구 가수원로 98 (가수원동),5013281
2020-07-09,오산신경정신병원,경기도 오산시 가장산업동로 69-27 (궐동),2106986
2020-07-04,신흥e-편한세상,세종특별자치시  조치원읍 이화1로 15 ,5022774
2020-07-03,돌체,인천광역시 서구 청마로 63 (당하동),2030046
2020-07-02,일곡호반일신아파트,"광주광역시 북구 설죽로 545 (일곡동, 일곡동 호반일신아파트)",7029432
2020-07-01,JW빌(B동),경기도 광주시 초월읍 도곡안길 13-3 ,2218190
2020-07-01,MG새마을금고빌딩,서울특별시 서초구 강남대로109길 102 (잠원동),0122888
2020-06-30,레이크팰리스아파트,서울특별시 송파구 잠실로 88 (잠실동),0099450
2020-06-30,외도더펠리스7차,제주특별자치도 제주시 우정로 10 (외도일동),9009411
2020-06-30,죽현마을아이파크1차,"경기도 용인시 기흥구 보정로 87 , 관리사무소 (보정동，현대아이파크1차아파트)",2047641
2020-06-29,신양프라자,경기도 안산시 단원구 고잔2길 41 (고잔동),2143237
2020-06-28,범지기마을4단지,세종특별자치시  달빛로 109  (아름동),5048682
2020-06-27,농소주공아파트,전라북도 정읍시 서부산업도로 409  (농소동),7010670
2020-06-26,산수동16-1명지아파트,광주광역시 동구 산수동 16-1 ,7066072
2020-06-26,여수엑스포골드클래스,전라남도 여수시 관문6길 10 (관문동),7057589
2020-06-25,모아빌딩,충청북도 충주시 중앙로 3 (문화동),5053146
2020-06-25,세명요양병원,대전광역시 중구 대종로 599 (선화동),5077712
2020-06-24,가양동성당,대전광역시 동구 흥룡로 55 (가양동),5073688
2020-06-24,논산시립노인전문병원,충청남도 논산시 시민로294번길 11 (취암동),5054457
2020-06-24,캐슬빌,"서울특별시 노원구 한글비석로31가길 3-3 , 캐슬빌 (상계동)",0053552
2020-06-22,대동황토방1차아파트,"경상남도 창원시 성산구 창이대로881번길 19 (대방동, 대방대동황토방1차아파트)",8013574
2020-06-22,큰뿌리빌딩,광주광역시 서구 화운로193번길 36-18  (내방동),7054498
2020-06-22,해가온아파트,충청북도 영동군 영동읍 계산로8길 6 ,5032769
2020-06-22,현대제철,충청남도 당진시 송악읍 북부산업로 1480 ,5018853
2020-06-21,E편한세상둔산,대전광역시 서구 탄방로 65 (탄방동),5080124
2020-06-20,자현유하우스,서울특별시 서초구 서초대로16길 9 (방배동),0122995
2020-06-19,포도원교회드림센타,부산광역시 북구 효열로 16 (금곡동),8060239
2020-06-18,신수현대아파트,서울특별시 마포구 토정로 242 (신수동，신수현대아파트),0003784
2020-06-16,골든프라자,인천광역시 서구 청라커낼로 280 (청라동),2204027
2020-06-16,상도대림아파트,서울특별시 동작구 상도로60길 20 (상도동),0063892
2020-06-14,(주)KCFI대림빌딩,대전광역시 중구 보문로 246 (대흥동),5003435
2020-06-14,신동아2차아파트,전라북도 전주시 덕진구 호성1길 30 (호성동1가),7024659
2020-06-14,창녕주공국민임대아파트,경상남도 창녕군 창녕읍 말흘5길 33 관리사무소(창녕주공아파트),8041858
2020-06-12,하모니빌,대전광역시 서구 갈마로212번길 8-3 (내동),5014735
2020-06-08,장학빌딩,충청남도 아산시 온양역길 96 (온천동),5038840
2020-06-08,충남대학교BTL학생생활관,대전광역시 유성구 대학로 99 (궁동),5028060
2020-06-07,군산대학교(공대3호관),전라북도 군산시 대학로 558 (미룡동),7010066
2020-06-07,신개금LG아파트,부산광역시 부산진구 백양대로300번길 20 (개금동，신개금엘지아파트),8019828
2020-06-06,노블레스,경기도 용인시 수지구 동천로 24 (동천동),2081775
2020-06-06,뉴월드빌딩,서울특별시 중랑구 망우로 262 (상봉동),0055158
2020-06-06,용비어천가,서울특별시 종로구 새문안로3길 36 (내수동),0000434
2020-06-06,이호빌,서울특별시 강서구 등촌로55길 40 (등촌동),0081778
2020-06-06,중곡동173-5,서울특별시 광진구 면목로 153 (중곡동) ,0137671
2020-06-04,디오션시티e편한세상아파트,전라북도 군산시 궁포2로 25  (조촌동),7055844
2020-06-03,한국철도공사경원선녹천역,서울특별시 도봉구 덕릉로 376 (창동),0094294
2020-06-01,현대해상 안산사옥,경기도 안산시 단원구 고잔2길 9 (고잔동),2221188
2020-05-31,개포6단지APT,서울특별시 강남구 개포로 516 (개포동),0035827
2020-05-31,수영강변3차e편한세상아파트,부산광역시 수영구 좌수영로 192 ,8005827
2020-05-31,잠실리센츠아파트,서울특별시 송파구 올림픽로 135 (잠실동),0036924
2020-05-30,잠실리센츠아파트,서울특별시 송파구 올림픽로 135 (잠실동),0037029
2020-05-30,협성센트로아파트(101동),부산광역시 연제구 연제로8번길 37 (연산동),8037219
2020-05-28,위례엠코타운센트로엘,경기도 하남시 위례광장로 265 (학암동),2166791
2020-05-28,죽전주공3단지아파트,경기도 용인시 수지구 죽전로193번길 11 (죽전동，성현마을주공3단지아파트),2007429
2020-05-27,더좋은집2차아파트,경상남도 창원시 의창구 도계두리길 218 (도계동),8014312
2020-05-24,수지엘지빌리지1차아파트,경기도 용인시 수지구 성복2로 86 (성복동),2066322
2020-05-21,대산빌딩,부산광역시 부산진구 동성로 114  (전포동),8097286
2020-05-19,문정파트너스2,서울특별시 송파구 법원로 90 (문정동),0112395
2020-05-19,벽산블루밍아파트,경상남도 거제시 상동5길 117-55  (상동동),8093101
2020-05-19,에스앤아이 강남빌딩,서울특별시 강남구 남부순환로 2621 (도곡동),0072672
2020-05-19,호텔감,충청북도 청주시 흥덕구 비하로18번길 15 (비하동),5040815
2020-05-18,대전에코포레E편한세상,대전 동구 용운동 297 대전에코포레E편한세상,5079995
2020-05-17,(주)신세계영랑호리조트,"강원도 속초시 영랑호반길 170 , (주)신세계영랑호리조트  (금호동)",4003211
2020-05-17,우암자유1차아파트,부산광역시 남구 우암로154번길 57 (우암동),8049509
2020-05-17,유승한내들스카이스테이,"인천광역시 중구 영종대로252번길 38 (운서동, 영종하늘도시 유승한내들)",2206547
2020-05-16,덕영빌딩,서울특별시 강남구 선릉로158길 7 (청담동),0008034
2020-05-14,(주)맥스아웃빌딩,서울특별시 노원구 한글비석로 471 (상계동),0121069
2020-05-14,울산롯데캐슬골드1단지,울산광역시 남구 신선로 45 (야음동),8025266
2020-05-13,청주테크노우미린,"충청북도 청주시 흥덕구 송화로214번길 29 (송절동, 테크노폴리스우미린)",5073472
2020-05-12,죽동대원칸타빌,대전광역시 유성구 죽동로 39 (죽동),5064880
2020-05-10,송정하우스디,울산광역시 북구 화산로 140 (송정동) 송정하우스디,8105426
2020-05-07,장안현대홈타운아파트,서울특별시 동대문구 장안벚꽃로 107 (장안동),0093116
2020-05-06,(주)휴비스전주공장,전라북도 전주시 덕진구 기린대로 787 (팔복동2가),7017156
2020-05-06,새뜸마을12단지,세종특별자치시  새롬남로 102  (새롬동),5064731
2020-05-04,중흥S클래스에듀힐스아파트,"경상북도 구미시 해마루공원로 80  (옥계동, 중흥S클래스)",6034269
2020-05-03,신봉자이3차아파트,경기도 용인시 수지구 신봉1로71번길 25 (신봉동),2065786
2020-05-02,구서우성아파트,"부산광역시 금정구 금강로541번길 40 (구서동, 우성아파트)",8080229
2020-05-02,센트럴푸르지오시티오피스텔,서울특별시 영등포구 문래로 180 (영등포동4가),0098492
2020-05-02,신성김해미소지움아파트,경상남도 김해시 분성로499번길 9 (어방동，미소지움아파트),8015322
2020-05-01,형남3차아파트,제주특별자치도 서귀포시 홍중로 115 (서홍동),9003228
2020-04-29,신내LG쌍용아파트,서울특별시 중랑구 봉화산로 146 (상봉동),0055163
2020-04-27,침산동코오롱하늘채2단지,"대구광역시 북구 중앙대로 591  (침산동, 침산동코오롱하늘채)",6013520
2020-04-25,씨드가양프라자,서울특별시 강서구 양천로57길 13 (가양동),0021093
2020-04-23,이의동1276-4주택,경기도 수원시 영통구 대학1로8번길 15 (이의동),2010415
2020-04-21,우미린센트럴파크,"경기도 용인시 처인구 명지로16번길 25  (역북동, 우미 린 센트럴파크)",2174875
2020-04-20,정호빌딩,서울특별시 송파구 올림픽로12길 5 (잠실동),0101720
2020-04-19,서창센트럴푸르지오,"인천광역시 남동구 서창남순환로 55 (서창동, 서창센트럴푸르지오)",2187472
2020-04-19,"주은금호2,3차아파트",전라남도 여수시 소호5길 39 (소호동),7020753
2020-04-18,구산주공3단지,경상남도 김해시 가락로294번길 18 (구산동，구산주공3단지아파트),8070350
2020-04-17,수원동마을쌍용1차3단지아파트,경기도 용인시 기흥구 중부대로788번길 20 ,2086005
2020-04-17,타임빌딩,경기도 평택시 비전5로 11 타임빌딩(비전동),2170394
2020-04-15,서희스타힐스,강원도 양구군 양구읍 청춘로 16 (서희스타힐스),4004845
2020-04-14,여수예술랜드,전라남도 여수시 돌산읍 무술목길 142-1 여수예술랜드콘도,7057200
2020-04-12,김해북부두산위브아파트,"경상남도 김해시 김해대로 1784-27 (삼계동, 김해북부두산위브아파트)",8041188
2020-04-12,천안파크힐,"충청남도 천안시 서북구 불당23로 73-27 , 관리사무소  (불당동)",5077491
2020-04-09,서울대학교 관악캠퍼스,서울특별시 관악구 관악로 1 (신림동),0130557
2020-04-09,영무메트로,경상북도 구미시 인동중앙로3길 29 (황상동),6032146
2020-04-09,하나은행안암동지점,서울특별시 성북구 안암로 75 (안암동5가),0086040
2020-04-02,경희궁자이3단지,서울특별시 종로구 경교장길 35 (평동),0121373
2020-03-31,롯데월드,서울특별시 송파구 올림픽로 240 (잠실동),0008259
2020-03-30,자연앤어울림아파트,경기도 남양주시 진접읍 해밀예당1로 53 (자연앤어울림아파트),2063680
2020-03-29,안동롯데캐슬,경상북도 안동시 경북대로 340 (태화동，롯데캐슬아파트),6014680
2020-03-28,로제스티빌딩(동주빌딩),부산광역시 연제구 법원로 20 (거제동),8048429
2020-03-28,시범다은마을롯데대동아파트,경기도 화성시 메타폴리스로 22 (반송동),2087317
2020-03-27,고덕지구FD10블럭17-7김민아근생,경기도 평택시 고덕면 동고1길 17-7 ,2222057
2020-03-26,고려대학교,서울특별시 성북구 안암로 145 (안암동5가),0052742
2020-03-26,태산그린아파트,경기도 평택시 매봉산1길 11 (비전동),2105698
2020-03-25,대구월배1차아이파크,"대구광역시 달서구 조암남로 182 (유천동, 대구월배 아이파크)",6036883
2020-03-23,성주빌,대전광역시 서구 괴정로189번길 7 (용문동),5062689
2020-03-22,순천제1육교,전라남도 순천시 역전길 20 ,7015649
2020-03-19,침산빌딩,대구광역시 북구 침산남로 172 (침산동),6011528
2020-03-18,설빌딩,대전광역시 서구 계룡로491번길 54 (둔산동),5003968
2020-03-18,한양프라자,경기도 수원시 영통구 영통로217번길 5 (영통동),2004581
2020-03-15,DMC이안상암2단지관리단,서울특별시 마포구 월드컵북로 361 (상암동),0005326
2020-03-14,폴라리스빌딩(1),경기도 성남시 분당구 성남대로 381 (정자동),2025137
2020-03-11,모이핀복합커뮤니센터,전라남도 여수시 돌산읍 평사리 1273-5 ,7060698
2020-03-09,분당인텔리지2,경기도 성남시 분당구 정자일로 177 (정자동),2141658
2020-03-06,대전도안센터프라자,대전광역시 서구 도안북로93번길 25 (도안동),5054688
2020-03-06,산본백합아파트,경기도 군포시 산본로386번길 61 (산본동),2054105
2020-02-29,동백호수마을주공3단지아파트,"경기도 용인시 기흥구 동백8로 64  (동백동, 호수마을주공3단지아파트)",2006255
2020-02-29,세화빌딩,경상북도 칠곡군 석적읍 동중리1길 17 ,6017151
2020-02-26,금곡동1118-3주상복합(A),경기 수원시 권선구 금곡동  1118-3 ,2212042
2020-02-23,미소아우룸아파트,충청북도 음성군 음성읍 시장로 53 ,5060864
2020-02-22,홈플러스동래점,부산광역시 동래구 중앙대로 1523 (온천동),8036118
2020-02-21,상록타워,서울특별시 광진구 아차산로 540 (광장동),0003386
2020-02-20,경동파크타워,부산광역시 부산진구 새싹로 30 (부전동),8082191
2020-02-19,하월곡동아남아파트,서울특별시 성북구 종암로36길 52 (하월곡동),0015931
2020-02-18,메트로시티석전아파트,경상남도 창원시 마산회원구 석전남8길 40 (석전동),8100312
2020-02-16,제주중앙재림교회,"제주특별자치도 제주시 간월동로 77 (아라이동, 제주중앙제림교회)",9004968
2020-02-15,산옥빌딩,전라북도 익산시 고봉로32길 18 (영등동),7007600
2020-02-15,프레지던트,전라남도 여수시 소호7길 36 (소호동，프레지던트아파트),7005791
2020-02-14,파크사이드,서울특별시 용산구 장문로9길 39 (동빙고동),0083920
2020-02-13,현암아파트,대전광역시 동구 대전로994번길 75 (홍도동),5016205
2020-02-12,세화샤이닝아파트201동,서울특별시 은평구 연서로 103 (구산동),0005174
2020-02-11,그린힐B동,"경기도 수원시 장안구 조원로74번길 45-3 (조원동, 그린힐B)",2151811
2020-02-10,대광로제비앙아파트,전라남도 순천시 해룡면 백연길 105-7 (대광로제비앙),7044657
2020-02-06,베라체아파트,경기도 화성시 동탄순환대로20길 13 ,2198551
2020-02-06,학의뜰아파트,대전광역시 유성구 학하로 33 (계산동),5023387
2020-02-03,덕성빌딩,경기도 남양주시 진건읍 진건오남로 50 ,2063065
2020-02-03,현대밀라트1차오피스텔,경기도 고양시 일산동구 경의로 33 (백석동),2041466
2020-02-01,진경빌딩,서울특별시 노원구 노해로81길 12-21 (상계동),0086085
2020-01-31,구미상모동한신휴플러스,"경상북도 구미시 박정희로 76 (상모동, 상모한신휴플러스)",6034243
2020-01-30,칼릭스빌딩,대전광역시 서구 청사로 128 (월평동),5069009
2020-01-27,수성서한이다음,대구광역시 수성구 수성로69길 15 (수성동1가),6015704
2020-01-25,경주서한아파트,경상북도 경주시 승삼1길 16 (용강동),6016511
2020-01-25,신천자이아파트,대구광역시 동구 신암로16길 25 (신천동，신천자이),6040710
2020-01-24,쏠시티,서울특별시 관악구 신림로11길 12  (신림동),0127750
2020-01-23,순천향대학교 부천병원,경기도 부천시 조마루로 170 (중동),2127437
2020-01-23,운남주공2차아파트,"광주광역시 광산구 목련로273번길 76  (운남동, 주공아파트)",7028400
2020-01-22,파고다빌딩,서울특별시 종로구 수표로26길 12 (낙원동),0002489
2020-01-18,등촌주공4단지아파트,서울특별시 강서구 공항대로39길 59 (등촌동),0029221
2020-01-16,가야화신타운,부산광역시 부산진구 가야대로679번길 166 (가야동，가야화신타운),8020622
2020-01-16,삼성애니텔,서울특별시 강남구 도곡로3길 25 (역삼동),0034753
2020-01-15,위너스오피스텔II,서울특별시 송파구 백제고분로 67 (잠실동),0010681
2020-01-13,가락마을16단지,세종특별자치시  만남로 187  (고운동),5058080
2020-01-13,태형아파트,서울특별시 양천구 곰달래로5길 37 (신월동),0097222
2020-01-11,송정동우림필유,경기도 광주시 경안천로 91 (송정동，송정우림필유아파트),2024011
2020-01-10,롯데아파트상가,부산광역시 해운대구 해운대로483번길 10 (우동),8021701
2020-01-10,우인빌딩,서울특별시 성동구 왕십리로 339 (하왕십리동),0003634
2020-01-08,왜관우방타운,경상북도 칠곡군 왜관읍 중앙로 117 (왜관우방타운),6009685
2020-01-07,대우트럼프월드수성,대구광역시 수성구 동대구로 59 (두산동),6002828
2020-01-07,서신광진아파트,전라북도 전주시 완산구 온고을로 121 (서신동),7038323
2020-01-07,정원빌딩,충청남도 서산시 남부순환로 1020 (석남동),5046168
2020-01-04,정석기업(한진빌딩),서울특별시 중구 남대문로 63 (남대문로2가),0003117
2020-01-03,오투그란데리빙포레아파트,대전광역시 유성구 학하중앙로 99  (계산동),5072634
2019-12-31,E편한세상 안동1단지,"경상북도 안동시 경동로 404-22  (태화동, 이편한세상1단지)",6034658
2019-12-31,e편한세상 캐널시티,"경기도 김포시 김포한강2로 41 (장기동, e편한세상 캐널시티)",2178778
2019-12-30,외도일동530-2번지외1필지근린생활시설,제주특별자치도 제주시 우정로15길 44 (외도일동),9012290
2019-12-27,아름빌라,"전라남도 여수시 좌수영로 682-19 (봉계동, 아름빌라)",7029437
2019-12-26,용곡동한라비발디,충청남도 천안시 동남구 용곡2길 43-11 (용곡동),5018395
2019-12-25,장천대동다숲아파트,경상남도 창원시 진해구 행암로 25 (장천동),8072409
2019-12-24,아산the#레이크사이드,충청남도 아산시 음봉면 음봉로 567 (더샵레이크사이드아파트),5012047
2019-12-24,제석산호반힐하임아파트,"광주광역시 남구 서문대로 780 (주월동, 제석산호반힐하임아파트)",7037705
2019-12-22,도나우프리아파트,광주광역시 서구 화운로 224 (화정동),7059525
2019-12-22,용현그랜드아파트,경기도 의정부시 오목로35번길 10 (용현동),2098815
2019-12-22,치평동성당,광주광역시 서구 치평로 93 (치평동),7044209
2019-12-21,버드내2단지동양아파트,대전광역시 중구 태평로 35 (태평동),5028049
2019-12-20,분평럭키아파트,충청북도 청주시 서원구 안뜸로39번길 5-1 (분평동),5041856
2019-12-19,서초진흥아파트,서울특별시 서초구 서초대로 385 (서초동，진흥아파트),0067348
2019-12-16,범지기마을3단지,세종특별자치시  달빛1로 201  (아름동),5052967
2019-12-12,노보텔,강원도 춘천시 금강로13번길 22  (소양로3가),4009975
2019-12-12,충청남도교육청유아교육원,충청남도 홍성군 홍북읍 금북로 390 ,5043609
2019-12-08,성원골드맨션,전라북도 전주시 완산구 신봉로 74 (효자동1가，성원골드맨션아파트),7026901
2019-12-06,번동삼성아파트,서울특별시 강북구 도봉로98길 33 (번동),0054774
2019-12-05,서창e편한세상,인천광역시 남동구 서창남순환로 9 (서창동),2173220
2019-12-04,지엘플렉스1,세종특별자치시  소담1로 12 (소담동),5068687
2019-12-02,경산사동2-2,경북 경산시 사동 297 ,6056166
2019-12-02,유탑마리나호텔,"전라남도 여수시 오동도로 61-15 ,   (수정동)",7060421
2019-12-02,청솔우성아파트,서울특별시 동대문구 전농로10길 20 (답십리동),0093376
2019-11-30,목동두산위브,"서울특별시 양천구 목동중앙본로 85 관리사무소 (목동, 두산위브아파트)",0058735
2019-11-30,미래타운,경기도 남양주시 미금로42번길 4-7 (다산동),2219544
2019-11-29,탄현마을6단지아파트,경기도 고양시 일산서구 현중로 62 (탄현동),2042009
2019-11-24,라온캐슬,경상북도 포항시 북구 중앙로294번길 9-3 (상원동),6035059
2019-11-24,삼성암병원,서울특별시 강남구 일원로 81 (일원동),0066201
2019-11-24,제기한신아파트(임대),서울특별시 동대문구 회기로8길 20 (제기동),0081162
2019-11-23,고흥녹동주공아파트,전라남도 고흥군 도양읍 천마로 145-4  (녹동주공아파트),7049849
2019-11-23,신모라보도육교,부산광역시 사상구 백양대로 895 ,8021141
2019-11-22,화순삼천지구지역주택조합아파트,전라남도 화순군 화순읍 삼천리 843번지 ,7059592
2019-11-21,KBS미디어센터,서울특별시 마포구 매봉산로 45 (상암동),0069903
2019-11-21,서희스타힐스,"전라남도 여수시 신월로 655  (국동, 서희스타힐스)",7006150
2019-11-18,신동탄 SK VIEW PARK 2차,경기도 화성시 동탄지성로 256  (기산동 57),2176030
2019-11-17,신촌e편한세상2단지,"서울특별시 서대문구 북아현로1길 17 (북아현동, e편한세상신촌 2단지)",0118646
2019-11-17,여수웅천 꿈에그린 2단지,"전라남도 여수시 신월로 248 , 1  (웅천동)",7057408
2019-11-17,진주초전1차푸르지오,경상남도 진주시 초장로14번길 27 (초전동，진주초전푸르지오1단지),8069034
2019-11-15,송도더샵그린워크3차17블럭,"인천광역시 연수구 아트센터대로97번길 20 (송도동, 송도 더샵 그린워크 3차)",2154106
2019-11-14,아르누보팰리스,대전광역시 서구 둔산중로 20 (탄방동),5048193
2019-11-12,태희힐링클래스,"경상북도 안동시 송천길 32 , (송천동，태희힐링클래스)",6044064
2019-11-11,경산시청,경상북도 경산시 남매로 159 (중방동),6038273
2019-11-08,평택소사2지구 2BL효성아파트,경기도 평택시 소사동 소사2지구 도시개발구역 A2BL,2216399
2019-11-06,한국토지주택공사 배다리마을5단지,경기도 평택시 죽백4로 60 (죽백동),2199474
2019-11-05,서울고속버스터미널(주),서울특별시 서초구 신반포로 194 (반포동),0101907
2019-11-03,진주삼일교회,경상남도 진주시 석갑로91번길 8-17 (신안동),8100599
2019-11-02,삼례성결교회,전라북도 완주군 삼례읍 삼례로 386-3 (삼례리),7022792
2019-11-01,한국산업기술시험원,경기도 안산시 상록구 해안로 723 (사동),2108419
2019-10-31,교동현대2차아파트,"강원도 속초시 미시령로3359번길 4 (교동, 현대2차아파트)",4012398
2019-10-31,서부)대림산업/순천 e편한세상_2차,"전라남도 순천시 삼산로 92-12 , 600  (용당동)",7060612
2019-10-31,엘에스케이플러스 용산 오피스,서울특별시 용산구 한강대로 40 (한강로3가),0138756
2019-10-30,대전선유초등학교,대전광역시 서구 관저남로 60  (관저동),5069406
2019-10-29,다운페라,서울특별시 동작구 대방동2길 18 (대방동),0029390
2019-10-28,백설마을동양고속성지아파트,경기도 수원시 장안구 정자천로133번길 26 (정자동),2046474
2019-10-25,미룡주공1차아파트,전라북도 군산시 미룡로 12 (미룡동),7009270
2019-10-24,범물영남타운,대구광역시 수성구 용학로 316 (범물동),6033283
2019-10-24,신일우남클래식타운아파트,경기도 화성시 봉담읍 효행로 240 (클래식타운아파트),2048566
2019-10-22,유성라마다호텔,대전광역시 유성구 계룡로 127 (봉명동),5076116
2019-10-19,M-의정부민락업무시설,경기도 의정부시 민락동 803 ,2219936
2019-10-15,M-과천퍼스트푸르지오써밋,경기도 과천시 중앙동 37 (중앙동),2218531
2019-10-15,위드앤(주),인천광역시 부평구 청천동 412-17 ,2208514
2019-10-11,송파도서관,서울특별시 송파구 동남로 263 (오금동),0078019
2019-10-11,아이프라자2,경상북도 구미시 산동면 신당1로2길 10 ,6055802
2019-10-08,정문아파트,경기도 용인시 기흥구 신갈로124번길 27-2 (신갈동),2048917
2019-10-06,서변청아람,대구광역시 북구 호국로57길 20 (서변동),6005011
2019-10-04,주익빌딩,경상북도 안동시 복주2길 80 (옥동),6050002
2019-09-30,M-현대지식산업센터한강미사,경기도 하남시 미사대로 550 (덕풍동),2212781
2019-09-22,통영청구하이츠,경상남도 통영시 용남면 대곡길 12 ,8069197
2019-09-21,동탄더샵레이크에듀타운아파트,"경기도 화성시 동탄산척로 93-17 (산척동, 동탄 더샵 레이크에듀타운)",2201105
2019-09-09,신동백서해그랑블2차아파트,경기도 용인시 기흥구 언동로217번길 31 (중동，신동백서해그랑블2차아파트),2081694
2019-09-02,양우내안애아파트,경기도 성남시 수정구 논골로 24 (양지동，양우내안애아파트),2116611
2019-08-28,하단SK뷰아파트,부산광역시 사하구 하신번영로 400 (하단동),8018986
2019-08-23,운남주공4단지아파트,광주광역시 광산구 목련로273번안길 30 (운남동),7019814
2019-08-22,천천푸르지오상가1동,경기도 수원시 장안구 화산로 87 (천천동),2104466
2019-08-21,태산아이빌,울산광역시 중구 구역전1길 37-9  (학성동),8092694
2019-08-20,희영학술문화재단,대전광역시 중구 계룡로 825 (용두동),5003891
2019-08-17,분성마을동원로얄듀크아파트,경상남도 김해시 가야로 60 (삼계동，분성마을동원로얄듀크아파트),8013333
2019-08-16,삼진동산아파트,경기도 이천시 장호원읍 서동대로8830번길 6-18 ,2147841
2019-08-09,JM팰렉스빌딩,경상북도 예천군 호명면 새움3로 14 ,6051591
2019-08-09,큐브빌딩,경기도 용인시 수지구 법조로 223  (상현동),2195858
2019-08-04,"매탄동834-가,나",경기도 수원시 영통구 산남로 8-5 (매탄동)[*미고시],2204484
2019-08-04,새한센시빌,경상북도 경주시 현곡면 안현로 68-7 (새한센시빌아파트),6029716
2019-08-03,김포사우아이파크,"경기도 김포시 사우로 51 (사우동, 김포사우아이파크)",2191910
2019-08-02,광남캐스빌3차,서울특별시 강동구 성내로6가길 98 (성내동),0065495
2019-08-01,부산국제선원복지회관,부산광역시 중구 충장대로13번길 20 (중앙동4가),8052825
2019-07-30,선비마을5단지아파트,대전광역시 대덕구 계족산로 136 (송촌동),5004790
2019-07-26,순천조례4차대광로제비앙,전라남도 순천시 봉화1길 17  (조례동),7057395
2019-07-22,유림쉐르빌,서울특별시 강서구 강서로5나길 130-6 (화곡동),0061442
2019-07-16,안중동환아파트,경기도 평택시 안중읍 현화중앙길 96 ,2056976
2019-07-15,잠실리센츠아파트,서울특별시 송파구 올림픽로 135 (잠실동),0037025
2019-07-15,하남미사테스타타워,경기도 하남시 미사강변서로 25 (풍산동),2212689
2019-07-13,한일써너스빌리젠시,"서울특별시 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)",0016906
2019-07-10,덕성여자대학교기숙사(가온2관),서울특별시 도봉구 우이천로 381 (쌍문동，덕성여대),0085442
2019-07-04,올림픽프라자상가,서울특별시 송파구 양재대로 1222 (방이동),0049349
2019-06-30,제천중앙아파트,충청북도 제천시 봉양읍 제원로2길 7  (중앙아파트),5056131
2019-06-27,리치빌,서울특별시 서초구 동산로16길 7 (양재동),0010348
2019-06-25,상계주공9단지아파트,서울특별시 노원구 노원로 532 (상계동),0027653
2019-06-21,푸르나아파트,"경상남도 양산시 중앙우회로 111  (북부동, 푸르나아파트)",8081385
2019-06-18,오치우성아파트,광주광역시 북구 서하로183번길 41 (오치동),7036580
2019-06-15,목련빌딩,대전광역시 서구 둔산남로91번길 16 (둔산동),5031849
2019-06-15,한경로얄파크아파트,"전라남도 순천시 서문로 45  (저전동, 로얄아파트(파크맨션))",7012048
2019-06-14,강변아파트,대전광역시 서구 만년로 25 (만년동),5001125
2019-06-08,위브더스테이트아파텔,경기도 부천시 신흥로 170 (중동),2074732
2019-06-08,하남힐즈파크푸르지오,"경기도 하남시 세미로1길 11 (풍산동, 하남힐즈파크푸르지오 2단지)",2195250
2019-06-05,벽산라이브파크아파트,서울특별시 강북구 솔샘로 159 (미아동),0052260
2019-06-03,서울구암초등학교,서울특별시 관악구 구암길 1 (봉천동),0060175
2019-06-01,용강장미타워맨션,경상북도 경주시 승삼2길 30 (용강동),6011374
2019-06-01,위례 청파프라자,경기도 성남시 수정구 위례서로 18 (창곡동),2174165
2019-05-30,정관풀리페아파트,부산광역시 기장군 정관읍 정관5로 144 (정관 풀리페),8084997
2019-05-28,한라비발디아파트,대전광역시 서구 도안북로 136 (도안동),5024945
2019-05-21,망정주공3차아파트,경상북도 영천시 동부로 14 (망정동),6022329
2019-05-17,영종메디피아,인천광역시 중구 하늘달빛로 70 (중산동),2167695
2019-05-17,판교푸르지오월드마크,경기도 성남시 분당구 대왕판교로606번길 58 (삼평동),2144832
2019-05-15,수원지방법원평택지원,경기도 평택시 평남로 1036 (동삭동),2106380
2019-05-13,도담마을롯데캐슬아파트,경기도 용인시 수지구 대지로 64 (죽전동),2100541
2019-05-13,은평연세병원,서울특별시 은평구 연서로 177 (갈현동),0074624
2019-05-11,석봉마을장유대동아파트1단지,"경상남도 김해시 금관대로599번길 11 (무계동, 대동아파트)",8040071
